,Syral Aalst GT,Syral Aalst ST,AALTER TJ,AMERCOEUR 1R GT,AMERCOEUR 1R ST_cur,EDF Luminus Angleur GT41,EDF Luminus Angleur GT42,EDF Luminus Angleur GT31,EDF Luminus Angleur GT32,AWIRS 4,BEERSE TJ,Beveren 2 Indaver,Beveren Ineos Phenol Chem,Beveren Sleco,Biostoom Oostende,CIERREUX TJ,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,Euro-Silo,Greenpower Oostende,EDF Luminus Ham GT31,EDF Luminus Ham GT32,EDF Luminus Ham STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,Ipalle Thumaide,Beveren 3 Indaver,INESCO GT1,INESCO GT2,INESCO ST,Intradel Herstal IS,IVBO,IZEGEM,Jemeppe-sur-Sambre GT1,Jemeppe-sur-Sambre GT2,Jemeppe-sur-Sambre ST,Sappi Lanaken GT,STORA LANGERBRUGGE WKK1,STORA LANGERBRUGGE WKK2,Lillo Degussa GT1,Lillo Degussa GT2,Lillo Degussa ST,Marcinelle Energie TGV,Oorderen Bayer,Monsanto Lillo WKK EBL,EDF Luminus Ringvaart STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,EDF Luminus Seraing TGV,TAMINCO Gent WKK,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,T-Power,Vilvoorde GT,Vilvoorde ST,Wilmarsdonk Total GT1,Wilmarsdonk Total GT2,Wilmarsdonk Total GT3,Zandvliet Power,Zedelgem TJ,Fluxys LNG Zeebrugge WKK,Zeebrugge TJ,Zelzate 2 Knippegroen,Zelzate TJ,Zwijndrecht Lanxess GT,Zwijndrecht Lanxess ST,ISVAG,NOORDSCHOTE TJ,SCHAERBEEK SIOMAB ST1,SCHAERBEEK SIOMAB ST2,SCHAERBEEK SIOMAB ST3,Biomassa Oostende,TURBOJET VOLTA,Borealis Kallo Cogen GT_ST,E-wood,Wind OnS,Wind OffS,Solar,Ampsin-Neuville,Ardenne,Floriffoux,Grand-Malades,Ivoz-Ramet,Lieze,Monsin,Rotselaar Molen Van Doren,Overijse Bovenslagrad IJse
2020-10-21 22:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.174,0.1156,0,0.128326756,0.128326756,0.128326756,0.128326756,0.128326756,0.128326756,0.128326756,0.038207547,0.128326756
2020-10-21 23:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1672,0.1158,0,0.126805846,0.126805846,0.126805846,0.126805846,0.126805846,0.126805846,0.126805846,0.04009434,0.126805846
2020-10-22 0:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1605,0.1147,0,0.12699596,0.12699596,0.12699596,0.12699596,0.12699596,0.12699596,0.12699596,0.04245283,0.12699596
2020-10-22 1:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1569,0.1136,0,0.128897097,0.128897097,0.128897097,0.128897097,0.128897097,0.128897097,0.128897097,0.045283019,0.128897097
2020-10-22 2:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1608,0.1064,0,0.130798234,0.130798234,0.130798234,0.130798234,0.130798234,0.130798234,0.130798234,0.048113208,0.130798234
2020-10-22 3:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1663,0.0993,0,0.133269712,0.133269712,0.133269712,0.133269712,0.133269712,0.133269712,0.133269712,0.051415094,0.133269712
2020-10-22 4:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1711,0.0881,0,0.134030167,0.134030167,0.134030167,0.134030167,0.134030167,0.134030167,0.134030167,0.054245283,0.134030167
2020-10-22 5:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1706,0.0781,0,0.13364994,0.13364994,0.13364994,0.13364994,0.13364994,0.13364994,0.13364994,0.056603774,0.13364994
2020-10-22 6:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1637,0.0668,0,0.134410395,0.134410395,0.134410395,0.134410395,0.134410395,0.134410395,0.134410395,0.058490566,0.134410395
2020-10-22 7:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1433,0.0475,0.023,0.13878301,0.13878301,0.13878301,0.13878301,0.13878301,0.13878301,0.13878301,0.058962264,0.13878301
2020-10-22 8:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1106,0.0249,0.077,0.146387559,0.146387559,0.146387559,0.146387559,0.146387559,0.146387559,0.146387559,0.058490566,0.146387559
2020-10-22 9:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0794,0.0205,0.161,0.149239264,0.149239264,0.149239264,0.149239264,0.149239264,0.149239264,0.149239264,0.057075472,0.149239264
2020-10-22 10:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0592,0.0222,0.315,0.148288696,0.148288696,0.148288696,0.148288696,0.148288696,0.148288696,0.148288696,0.055188679,0.148288696
2020-10-22 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0491,0.0203,0.413,0.148478809,0.148478809,0.148478809,0.148478809,0.148478809,0.148478809,0.148478809,0.053773585,0.148478809
2020-10-22 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.044,0.0178,0.409,0.148668923,0.148668923,0.148668923,0.148668923,0.148668923,0.148668923,0.148668923,0.051886792,0.148668923
2020-10-22 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.043,0.0166,0.361,0.150189833,0.150189833,0.150189833,0.150189833,0.150189833,0.150189833,0.150189833,0.05,0.150189833
2020-10-22 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0435,0.0167,0.26,0.151140401,0.151140401,0.151140401,0.151140401,0.151140401,0.151140401,0.151140401,0.048113208,0.151140401
2020-10-22 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0513,0.0213,0.115,0.151710743,0.151710743,0.151710743,0.151710743,0.151710743,0.151710743,0.151710743,0.046226415,0.151710743
2020-10-22 16:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0672,0.0419,0.013,0.150760174,0.150760174,0.150760174,0.150760174,0.150760174,0.150760174,0.150760174,0.044339623,0.150760174
2020-10-22 17:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.083,0.0701,0,0.150379947,0.150379947,0.150379947,0.150379947,0.150379947,0.150379947,0.150379947,0.04245283,0.150379947
2020-10-22 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0938,0.0935,0,0.149619492,0.149619492,0.149619492,0.149619492,0.149619492,0.149619492,0.149619492,0.040566038,0.149619492
2020-10-22 19:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0996,0.1082,0,0.148668923,0.148668923,0.148668923,0.148668923,0.148668923,0.148668923,0.148668923,0.039622642,0.148668923
2020-10-22 20:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1023,0.1116,0,0.147908468,0.147908468,0.147908468,0.147908468,0.147908468,0.147908468,0.147908468,0.038207547,0.147908468
2020-10-22 21:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1017,0.1069,0,0.145627104,0.145627104,0.145627104,0.145627104,0.145627104,0.145627104,0.145627104,0.037264151,0.145627104
2020-10-22 22:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0988,0.096,0,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.036320755,0.143155626
2020-10-22 23:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0915,0.0823,0,0.139733579,0.139733579,0.139733579,0.139733579,0.139733579,0.139733579,0.139733579,0.035849057,0.139733579
2020-10-23 0:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082,0.0705,0,0.136121418,0.136121418,0.136121418,0.136121418,0.136121418,0.136121418,0.136121418,0.036792453,0.136121418
2020-10-23 1:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0735,0.0603,0,0.134790622,0.134790622,0.134790622,0.134790622,0.134790622,0.134790622,0.134790622,0.036792453,0.134790622
2020-10-23 2:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0713,0.0507,0,0.134980736,0.134980736,0.134980736,0.134980736,0.134980736,0.134980736,0.134980736,0.036320755,0.134980736
2020-10-23 3:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0731,0.0418,0,0.135551077,0.135551077,0.135551077,0.135551077,0.135551077,0.135551077,0.135551077,0.035849057,0.135551077
2020-10-23 4:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0764,0.0344,0,0.137642328,0.137642328,0.137642328,0.137642328,0.137642328,0.137642328,0.137642328,0.035377358,0.137642328
2020-10-23 5:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0812,0.0292,0,0.141064375,0.141064375,0.141064375,0.141064375,0.141064375,0.141064375,0.141064375,0.035377358,0.141064375
2020-10-23 6:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0846,0.0248,0,0.142775398,0.142775398,0.142775398,0.142775398,0.142775398,0.142775398,0.142775398,0.035377358,0.142775398
2020-10-23 7:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0866,0.0214,0.021,0.14391608,0.14391608,0.14391608,0.14391608,0.14391608,0.14391608,0.14391608,0.035377358,0.14391608
2020-10-23 8:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0825,0.0226,0.073,0.145246876,0.145246876,0.145246876,0.145246876,0.145246876,0.145246876,0.145246876,0.03490566,0.145246876
2020-10-23 9:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0799,0.0358,0.163,0.145056763,0.145056763,0.145056763,0.145056763,0.145056763,0.145056763,0.145056763,0.035377358,0.145056763
2020-10-23 10:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0857,0.046,0.285,0.145246876,0.145246876,0.145246876,0.145246876,0.145246876,0.145246876,0.145246876,0.035377358,0.145246876
2020-10-23 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0964,0.0511,0.366,0.14391608,0.14391608,0.14391608,0.14391608,0.14391608,0.14391608,0.14391608,0.035849057,0.14391608
2020-10-23 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1188,0.0574,0.417,0.142205057,0.142205057,0.142205057,0.142205057,0.142205057,0.142205057,0.142205057,0.035377358,0.142205057
2020-10-23 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1429,0.0678,0.396,0.142205057,0.142205057,0.142205057,0.142205057,0.142205057,0.142205057,0.142205057,0.033490566,0.142205057
2020-10-23 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1667,0.0841,0.267,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.033962264,0.143155626
2020-10-23 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1923,0.1045,0.089,0.143345739,0.143345739,0.143345739,0.143345739,0.143345739,0.143345739,0.143345739,0.033962264,0.143345739
2020-10-23 16:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2193,0.1428,0.002,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.143155626,0.033962264,0.143155626
2020-10-23 17:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2465,0.1847,0,0.143345739,0.143345739,0.143345739,0.143345739,0.143345739,0.143345739,0.143345739,0.033490566,0.143345739
2020-10-23 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2805,0.2145,0,0.143725967,0.143725967,0.143725967,0.143725967,0.143725967,0.143725967,0.143725967,0.033490566,0.143725967
2020-10-23 19:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3146,0.2119,0,0.147528241,0.147528241,0.147528241,0.147528241,0.147528241,0.147528241,0.147528241,0.033490566,0.147528241
2020-10-23 20:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3259,0.1919,0,0.161216428,0.161216428,0.161216428,0.161216428,0.161216428,0.161216428,0.161216428,0.033962264,0.161216428
2020-10-23 21:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3099,0.1643,0,0.184030074,0.184030074,0.184030074,0.184030074,0.184030074,0.184030074,0.184030074,0.033962264,0.184030074
2020-10-23 22:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2903,0.1469,0,0.188782917,0.188782917,0.188782917,0.188782917,0.188782917,0.188782917,0.188782917,0.033962264,0.188782917
2020-10-23 23:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2606,0.1431,0,0.185931211,0.185931211,0.185931211,0.185931211,0.185931211,0.185931211,0.185931211,0.034433962,0.185931211
2020-10-24 0:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2361,0.1484,0,0.211026221,0.211026221,0.211026221,0.211026221,0.211026221,0.211026221,0.211026221,0.03490566,0.211026221
